32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,62,63,214,215,216,217,218,219,62,63,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,94,95,246,247,248,249,250,251,94,95,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,126,127,278,279,280,281,282,283,126,127,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,158,159,310,311,312,313,314,315,158,159,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,190,191,342,343,344,345,346,347,190,191,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,222,223,374,375,376,377,378,379,222,223,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,254,255,590,591,590,591,590,591,254,255,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,666,667,622,623,622,623,622,623,666,667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,698,699,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,666,667,0,1,0,1,0,1,666,667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,698,699,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,666,667,0,1,0,1,0,1,698,699,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,698,699,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,744,745,746,747,748,749,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,666,667,0,1,0,1,0,1,698,699,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,776,777,778,779,780,781,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,698,699,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,12,13,14,15,16,17,18,19
0,1,0,1,0,1,0,1,0,808,809,810,811,812,813,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,666,667,0,1,0,1,0,1,698,699,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,32,33,44,45,46,47,48,49,50,51
32,33,32,33,32,33,32,33,32,840,841,842,843,844,845,846,847,848,849,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,698,699,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,76,77,78,79,80,81,82,83
0,1,0,1,0,1,0,1,0,872,873,874,875,876,877,878,879,880,881,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,666,667,0,1,0,1,0,1,698,699,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,64,65,108,109,110,790,791,113,114,115
32,33,32,33,32,33,32,33,32,904,905,906,907,908,909,910,911,912,913,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,698,699,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,96,97,140,141,142,822,823,145,146,147
0,1,0,1,0,1,0,1,0,936,937,938,939,940,941,942,943,944,945,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,598,599,600,601,600,600,600,601,600,601,0,1,0,1,0,1,698,699,600,601,600,601,601,600,601,602,603,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,128,129,172,173,174,854,855,177,178,179
32,33,32,33,32,33,32,33,32,968,969,970,971,972,973,974,975,976,977,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,630,631,632,633,632,632,632,633,632,633,633,633,632,633,632,633,632,633,632,633,632,633,633,632,633,634,635,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,160,161,204,205,206,886,887,209,210,211
0,1,0,1,0,1,0,1,0,1000,1001,1002,1003,1004,1005,1006,1007,1008,1009,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,666,667,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,192,193,236,237,238,239,240,241,242,243
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,666,667,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,224,225,162,194,195,196,197,198,199,200
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,698,699,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,256,257,194,226,227,228,229,792,793,232
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,666,667,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,288,289,162,163,164,165,166,824,825,169
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,698,699,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,320,321,194,195,196,197,198,790,791,201
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,666,667,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,352,353,162,163,164,165,166,822,823,169
0,1,0,0,1,2,3,4,5,6,7,5,6,7,8,9,10,11,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,666,667,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,384,385,194,195,792,793,198,854,855,201
32,33,32,32,33,34,35,36,37,38,39,37,38,39,40,41,42,43,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,698,699,33,32,33,32,33,32,33,32,44,45,46,47,48,49,50,51,33,32,33,32,33,32,33,32,33,32,33,256,257,226,227,824,825,230,886,887,233
0,1,0,64,65,66,67,68,69,70,71,69,70,71,72,73,74,75,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,666,667,1,0,1,0,1,0,1,0,76,77,78,79,80,81,82,40,41,42,1,0,1,0,1,0,1,0,1,288,289,258,259,260,261,262,263,264,265
32,33,32,96,97,98,99,100,792,793,103,101,102,103,104,105,106,107,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,698,699,33,32,33,32,33,32,33,448,449,109,110,111,112,113,114,72,73,74,33,32,33,32,33,32,33,32,33,320,321,290,291,292,293,294,295,296,297
0,1,0,128,129,130,131,132,824,825,135,133,134,790,791,137,138,139,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,666,667,1,0,1,0,1,0,1,480,481,141,142,143,144,145,146,104,105,106,1,0,1,0,44,12,1,0,1,352,353,322,323,324,325,326,327,328,329
32,33,32,160,161,162,792,793,165,166,167,165,166,822,823,169,170,171,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,694,695,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,698,699,33,32,33,32,33,32,33,512,513,173,174,175,176,177,178,136,137,138,33,32,33,32,33,13,33,32,33,384,385,354,355,356,357,358,359,360,361
0,1,0,192,193,194,824,825,197,198,792,793,198,854,855,201,202,203,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,666,667,1,0,1,0,1,0,1,544,545,205,206,207,208,209,210,168,169,170,1,0,1,0,1,14,1,0,1,384,385,386,387,388,389,390,391,392,393
32,33,32,224,225,226,227,792,793,230,824,825,230,886,887,233,234,235,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,694,695,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,698,699,33,32,33,32,33,32,33,576,577,237,238,239,240,241,242,200,201,202,33,32,33,32,33,15,33,32,33,416,417,418,419,420,421,422,423,424,425
0,1,0,256,257,258,259,824,825,262,263,261,262,263,264,265,266,267,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,666,667,1,0,1,0,1,0,1,608,609,269,270,271,272,273,274,232,233,234,1,0,1,0,1,16,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,288,289,290,291,292,293,294,295,293,294,295,296,297,298,299,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,694,695,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,697,698,699,33,32,33,32,33,32,33,640,258,259,260,261,262,263,264,264,265,266,33,32,33,32,33,17,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,320,321,322,323,324,325,326,327,325,326,327,328,329,330,331,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,726,727,728,729,728,729,729,728,729,728,729,728,729,728,729,729,729,729,729,729,728,729,728,729,729,730,0,1,0,1,0,1,0,1,832,833,834,835,836,837,838,296,296,297,298,1,0,1,0,1,18,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,352,353,354,355,356,357,358,359,357,358,359,360,361,362,363,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,758,759,760,761,760,761,761,760,662,663,32,33,32,33,32,33,666,667,761,761,760,761,760,761,761,762,32,33,32,33,32,33,32,33,864,865,866,867,868,869,870,328,328,329,330,33,32,33,32,33,19,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,384,385,386,387,388,389,390,391,389,390,391,392,393,394,395,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,0,1,0,1,0,1,698,699,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,896,897,898,899,900,901,902,360,360,361,362,1,0,1,0,1,12,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,416,417,418,419,420,421,422,423,424,425,426,427,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,694,695,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,928,929,930,931,932,933,934,392,392,393,394,33,32,33,32,33,13,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,0,1,0,1,0,1,666,667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,960,961,962,963,964,965,964,424,424,425,426,1,0,1,0,1,14,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,662,663,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,993,994,995,996,997,996,33,32,33,32,33,32,33,32,33,15,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,0,1,0,1,0,1,666,667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,16,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,694,695,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,17,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,0,1,0,1,0,1,666,667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,18,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,786,787,788,32,33,32,33,32,33,32,33,32,33,32,33,32,33,662,663,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,19,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,818,819,820,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,0,1,0,1,0,1,666,667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,850,851,852,853,846,847,848,849,33,32,33,32,33,32,33,32,33,694,695,590,591,590,591,590,591,698,699,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,882,883,884,885,878,879,880,881,1,0,1,0,1,0,1,0,1,30,31,622,623,622,623,622,623,30,31,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,914,915,916,917,910,911,912,913,33,32,33,32,33,32,33,32,33,62,63,214,215,216,217,218,219,62,63,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,946,947,948,949,942,943,944,945,1,0,1,0,1,0,1,0,1,94,95,246,247,248,249,250,251,94,95,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,978,979,980,981,974,975,976,977,33,32,33,32,33,32,33,32,33,126,127,278,279,280,281,282,283,126,127,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1010,1011,1012,0,1006,1007,1008,1009,1,0,1,0,1,0,1,0,1,158,159,310,311,312,313,314,315,158,159,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,190,191,342,343,344,345,346,347,190,191,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,222,223,374,375,376,377,378,379,222,223,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
